,video,short-term_memorability,nb_short-term_annotations,long-term_memorability,nb_long-term_annotations
86,7599,0.8374178407022735,32,0.8058332554195682,14
87,7600,0.7768885570224252,34,0.7188204850490605,9
88,7602,0.8669821104773571,33,0.8019613470941366,10
89,7603,0.8509260329957506,34,0.8013713252513834,24
90,7604,0.8929729515583241,42,0.7654304995584721,10
91,7605,0.8676932276328239,39,0.815918580167242,11
92,7606,0.8638068336665327,34,0.8068580931074945,10
93,7607,0.8029090357419147,33,0.7872874687690661,12
94,7608,0.8984611529433022,36,0.8271228495198348,12
95,7609,0.8812417900235741,33,0.797188921738114,16
96,7610,0.8951762352470134,66,0.8347750986526319,15
97,7611,0.8277012662789814,33,0.7429285279819566,20
98,7612,0.8940011486400711,35,0.7948373062687437,16
99,7613,0.8789782470206521,32,0.8078203062461757,10
100,7614,0.8938958254630295,32,0.7990964776724292,11
101,7615,0.8888381660569035,33,0.794505929600355,12
102,7616,0.8283688725169457,33,0.7455160895373129,10
103,7617,0.8632276487875323,32,0.7264366262303866,18
104,7618,0.805976900219988,34,0.7461431024934289,11
105,7619,0.8706656253946151,34,0.8225556499386163,11
106,7621,0.8755260846057887,33,0.8125756653971271,12
107,7624,0.8223207675421357,33,0.7518016536995925,20
108,7625,0.8261353323827328,34,0.7322583469958457,10
109,7626,0.8401933681003381,33,0.7649487918771165,12
110,7627,0.8902984679847364,35,0.8087862863933836,17
111,7628,0.8830479086389628,34,0.755151565407312,12
112,7629,0.8513279503278022,70,0.7810495299636152,12
113,7631,0.8815354427777242,33,0.7795098323513164,10
114,7632,0.8676239876444621,33,0.8093253971836463,15
115,7633,0.7917481734104093,32,0.7344691144275027,16
116,7634,0.8401568155079665,44,0.7417452537938886,12
117,7635,0.8474080225830883,33,0.7775964014634306,12
118,7636,0.8325968309577283,32,0.7939912317948843,10
119,7637,0.8926152884421945,34,0.7729996127299661,15
120,7638,0.8595287065847458,34,0.8020455045188295,13
121,7640,0.8484763181244949,34,0.77833903134892,13
122,7641,0.8096849982831495,34,0.6939383430173305,17
123,7642,0.8738226443863734,39,0.7976454639741266,10
124,7643,0.8446154908037674,34,0.7767386639933561,10
125,7644,0.9040040257218439,44,0.8017093386629728,9
126,7646,0.8799620259247566,43,0.7799791831554403,10
127,7647,0.8258725531007358,32,0.7534491511422818,13
128,7648,0.8798048679047662,44,0.8094355016292732,10
129,7649,0.8779027430027561,34,0.8141623066390817,11
130,7650,0.8797968562446942,31,0.7827127554853838,12
131,7651,0.8830966769703439,33,0.8104840244410344,10
132,7652,0.8299355989322473,33,0.790819672445041,18
133,7654,0.8493865346746712,34,0.7859646427968594,9
134,7655,0.854032268081181,33,0.7502451920618625,11
135,7656,0.8367765545031954,34,0.7482000604754839,13
136,7657,0.8542887479465209,46,0.780071401921898,10
137,7659,0.8551962678237133,31,0.7424570625622035,11
138,7660,0.8973378911636899,33,0.7861969079635681,12
139,7661,0.8530264329696778,35,0.7835668663103683,13
140,7662,0.8811318201408197,34,0.7946584291638024,10
141,7664,0.873641732994688,32,0.76628935398507,10
142,7665,0.8670619542501269,33,0.7850567512875264,10
143,7667,0.8024313303187759,38,0.7505001585782336,12
144,7669,0.8771166531755681,33,0.7976482726324434,12
145,7670,0.8520515421312534,34,0.7415158264994928,10
146,7671,0.81833932809296,33,0.7611930839863672,9
147,7672,0.8728065981160573,68,0.8086739448021036,15
148,7673,0.9080946894962979,35,0.8016633580899201,11
149,7674,0.8911495563347457,33,0.8073505776301897,10
150,7675,0.8642639243330371,38,0.811850197983211,12
151,7676,0.8393462687570635,34,0.7583394247505285,17
152,7677,0.818009304601077,33,0.7380175258320402,11
153,7678,0.8733955389132912,34,0.7909311077628117,10
154,7679,0.8491581969620091,33,0.763631597390145,10
155,7680,0.8529893783314123,32,0.7257980641910722,13
156,7681,0.8190583579937246,34,0.7193430433531488,10
157,7682,0.8503132015336143,33,0.8013885404957,12
158,7683,0.8927176887779337,36,0.7963192096952443,11
159,7686,0.8485901779439968,33,0.7616870647335725,11
160,7687,0.8677171086577468,36,0.7604603805714807,13
161,7688,0.8690376296843341,33,0.7654955210783148,12
162,7689,0.8102369159043075,33,0.7380362523743887,12
163,7690,0.8577507948173576,33,0.8015558527408062,19
164,7691,0.8736892448811003,32,0.7510598835779827,14
165,7692,0.8336078424405097,34,0.7811902909334988,11
166,7694,0.8593030984865577,34,0.8241330665192629,12
167,7696,0.879170780405301,33,0.7816941156380679,14
168,7697,0.8858325403584633,34,0.7949201113380139,11
169,7698,0.8551470028471971,50,0.7774614093491854,15
170,7699,0.8914443427886667,34,0.7724522215443461,11
171,7701,0.8612922561771835,90,0.805793402851552,10
172,7702,0.8884793012486776,33,0.8064661353561668,14
173,7703,0.8592784927347,51,0.8005475184987356,12
174,7704,0.8698275013972647,33,0.7870631022673253,9
175,7705,0.8365016025749648,32,0.75048733485026,17
176,7706,0.8700714446227142,33,0.7985667266536854,12
177,7707,0.7763054717931263,34,0.7487297494716917,11
178,7710,0.8870465814583799,31,0.7641571519356909,17
179,7711,0.8866764767721833,46,0.7848022113841068,14
180,7713,0.8887893742690969,33,0.8174843768042873,17
181,7714,0.8769361675478502,34,0.7984143821147567,12
182,7715,0.7889039798638975,33,0.695645567245757,12
183,7716,0.853481036731326,44,0.778438982236508,10
184,7717,0.8995764073287991,32,0.8084533394994494,13
185,7718,0.8694819913718618,33,0.7775714662461092,10
186,7719,0.8806145203742034,33,0.7190348926105469,11
187,7720,0.8608828347353168,33,0.768033910607946,13
188,7721,0.8337496574878116,41,0.7027408487870253,17
189,7722,0.8261840654135993,34,0.7625550285282133,16
190,7723,0.8257107170164216,33,0.6921517874285912,17
191,7724,0.901381440711542,33,0.7786932464646935,10
192,7725,0.8646798503800128,34,0.7727959573389995,12
193,7726,0.8518989297384583,43,0.8106854114606648,9
194,7728,0.880609160508662,34,0.7905612196618843,14
195,7729,0.8203051251460791,48,0.7031628897153759,11
196,7731,0.8767835879784682,33,0.7980670389010528,11
197,7732,0.8088763036927901,33,0.7539424310503856,10
198,7736,0.889154641323383,33,0.8160669132356697,12
199,7737,0.8373745496697542,33,0.7693850379002403,12
200,7738,0.8591151226345365,35,0.7691443856621393,9
201,7739,0.8367394743863256,34,0.7534210950724769,12
202,7740,0.8771099977279777,33,0.803789449417368,11
203,7741,0.8725997371047827,31,0.7649152211627814,13
204,7742,0.8657550670551101,34,0.7887159747839158,9
205,7743,0.8696637958846395,34,0.806249955717771,10
206,7745,0.8398707385161757,34,0.7585163703665365,12
207,7746,0.8348700601807725,33,0.7931220869341598,9
208,7748,0.8784911753477577,50,0.8231979099000686,15
209,7749,0.810472660916176,34,0.7670325079783673,12
210,7751,0.8854130188566959,33,0.8313042305749815,15
211,7752,0.807903575908094,33,0.7176696796092856,13
212,7753,0.8595125132327249,38,0.76518704084429,10
213,7754,0.8718598942892508,33,0.7604222450687214,10
214,7756,0.8442705929028642,42,0.7336801291774168,11
215,7757,0.8899024392472489,34,0.774689107458502,13
216,7758,0.8667469613145915,37,0.7938631727113944,14
217,7759,0.8314452303558416,33,0.7066618750370677,13
218,7760,0.8926441771951871,33,0.8228997818999336,11
219,7761,0.8932420457290282,33,0.8392066537473974,24
220,7762,0.8476802153722576,34,0.7565581233599779,15
221,7763,0.8630589713393644,33,0.7940968058969744,10
222,7769,0.829085499199221,33,0.7458276933990129,10
223,7770,0.8674759164764738,38,0.772465708350194,9
224,7771,0.8315519388329183,30,0.727262781063431,10
225,7772,0.8970752725866495,34,0.8015392359352569,15
226,7773,0.8819328085341626,34,0.8047701607566924,11
227,7774,0.8839005222505584,34,0.80583221279769,10
228,7775,0.880480849962985,38,0.8414700693808422,11
229,7777,0.8829706793267363,32,0.8058293022706361,11
230,7780,0.8440983343207129,41,0.7801558891018932,12
231,7782,0.8671773395426776,34,0.7811468445658272,19
232,7783,0.9077959812431547,44,0.8004524335431055,11
233,7784,0.8236018178457737,34,0.7752106264658073,12
234,7785,0.8594726406512471,33,0.766174956769612,10
235,7786,0.8844889733050361,32,0.8079216647204132,9
236,7787,0.8448248081530657,33,0.7584451546247681,15
237,7788,0.8449018887325314,31,0.7510063633032251,10
238,7789,0.869764091424298,34,0.7654533071924895,10
239,7792,0.8681110677071051,34,0.7848262021273859,10
240,7793,0.8606691756198358,51,0.7846484895538142,13
241,7795,0.7979417556453652,33,0.7390996671140803,12
242,7799,0.8667178259894153,33,0.7916983026989454,10
243,7800,0.8298676258708837,33,0.7017913309116578,16
244,7801,0.8350106669666191,40,0.725196099091478,12
245,7802,0.8327410381584912,33,0.7005535173587848,10
246,7803,0.8693043461078152,34,0.8022141605035464,10
247,7804,0.8396861212256335,34,0.7257076649875817,11
248,7805,0.8274150999204214,32,0.7129972721025613,10
249,7806,0.8371159120157796,32,0.7349870938169955,11
250,7807,0.8676455190453591,33,0.7613469607228814,11
251,7808,0.8952049686423603,34,0.7842896420108908,15
252,7809,0.8162676262820799,32,0.7139754549180177,17
253,7811,0.8600948241255305,35,0.8066716707672875,10
254,7812,0.8121116765545828,52,0.7382604199037127,11
255,7813,0.8580714347499554,33,0.7836537848402751,14
256,7815,0.8800257645909112,32,0.7903368605668866,14
257,7816,0.8667533345720287,54,0.7855528711599509,12
258,7817,0.8757411475009886,33,0.7853425308212506,15
259,7818,0.8620540941411607,40,0.7713743225915647,12
260,7819,0.8266699454558346,32,0.7200087958004407,16
261,7820,0.8381686820978258,44,0.7890584684687236,15
262,7821,0.8511376199275744,30,0.7579953004601951,13
263,7822,0.8879244068130716,33,0.7883675662535808,10
264,7823,0.8182079255050647,33,0.7614893020365059,14
265,7824,0.8753295676970603,32,0.7543970051738342,9
266,7825,0.8914262811866923,34,0.815942770654521,14
267,7826,0.8824308745378695,33,0.802723611178919,10
268,7828,0.8811643623084994,32,0.8080835838884094,13
269,7830,0.8414063521990037,33,0.7481081708142704,13
270,7831,0.8672777458653812,32,0.7852021909682414,10
271,7832,0.808442041514783,34,0.7607745777239715,13
272,7833,0.8703690633689071,31,0.8027951364623129,14
273,7834,0.8092928149016698,34,0.7727247280144359,11
274,7835,0.8169318504830652,34,0.7625717759740985,9
275,7837,0.8422708684312291,33,0.7674791007403245,12
276,7838,0.8864304027358848,34,0.7975876402995555,10
277,7839,0.8686610157607229,33,0.7611770595289261,10
278,7840,0.869436653641708,35,0.796735965556851,10
279,7841,0.8596313888337277,49,0.693360145767322,14
280,7842,0.8607992499288435,34,0.7923478902633474,12
281,7844,0.8120535487533131,30,0.743002144322432,14
282,7846,0.8950336614436362,34,0.7885121468825934,9
283,7848,0.8357063137547235,33,0.7894371719093974,10
284,7849,0.8262925037876476,33,0.7088340808193727,10
285,7851,0.8899814267562528,32,0.8180687962713897,10
286,7852,0.8618823074297424,31,0.7562360678039535,10
287,7853,0.8966782609679221,40,0.8245651560670554,10
288,7854,0.8497670184276177,32,0.7473445052700355,12
289,7856,0.8718107426380983,33,0.8078732572953644,11
290,7858,0.90392150403195,55,0.8100620595607299,10
291,7861,0.8780337880981175,33,0.786442912656915,16
292,7862,0.868313752430181,38,0.8174598940742492,9
293,7863,0.828774203284257,50,0.7752548549081859,12
294,7865,0.8915457997312132,32,0.7636905808195298,10
295,7867,0.8866841120066103,33,0.8176065131926907,13
296,7868,0.8803013233385414,33,0.8188978027808269,13
297,7869,0.8768309545343006,33,0.8127331523979037,12
298,7872,0.8236857522897844,37,0.7699189663691529,10
299,7873,0.9037463082672609,47,0.8090557701814023,12
300,7874,0.8462309022949803,32,0.7257532654034449,12
301,7875,0.8743659439759887,33,0.80258707056648,10
302,7878,0.8761739145542772,34,0.8113443276942929,10
303,7879,0.9037882625180995,33,0.7905205627174583,9
304,7880,0.8497440020456283,48,0.7421719514365146,19
305,7883,0.8786323828130527,34,0.8294357236804178,12
306,7884,0.8470468673836293,34,0.7745614277879354,11
307,7885,0.8775968345919024,41,0.8007607146699511,10
308,7886,0.8991773242137442,34,0.8009982830848829,11
309,7887,0.8769273180505983,34,0.8328710799549353,9
310,7888,0.8873502950596451,33,0.8088218009158966,10
311,7889,0.890868160192179,34,0.8211602810025788,15
312,7890,0.8842481716002778,34,0.8559959411476751,14
313,7891,0.846705468541106,34,0.7878780096335899,10
314,7892,0.8584535648032123,39,0.7769038341203299,12
315,7893,0.8742916439666112,32,0.8028717391706958,12
316,7894,0.9018142587487722,33,0.7615472669359342,15
317,7895,0.8490923814781147,32,0.7848341023239894,10
318,7896,0.882215612790416,71,0.7941057208259941,33
319,7897,0.8686446372518893,33,0.8156290070720468,10
320,7898,0.8986819562999518,35,0.8111233492083016,10
321,7899,0.8869318432720628,33,0.8516889208501711,11
322,7901,0.8811817085046479,31,0.8020536766515979,28
323,7902,0.8683818463141189,33,0.7835926130454991,11
324,7903,0.858287685598918,34,0.7948088880113059,11
325,7904,0.8854686222021891,33,0.8137417362795868,10
326,7906,0.8368767158098636,33,0.7455138290139679,11
327,7907,0.8404191957702288,34,0.7733118390942187,15
328,7908,0.8788324734929484,51,0.8087724994906278,12
329,7909,0.8445912279339625,32,0.7353678962626189,11
330,7910,0.8320772900911707,34,0.7468959139347805,17
331,7912,0.820250506667086,31,0.702404497631457,11
332,7913,0.8759742370819829,32,0.8264069965275554,11
333,7915,0.8615362732965997,34,0.772239098360573,13
334,7916,0.8913066574868431,33,0.8268286437782927,13
335,7917,0.8432285455596626,33,0.722775757646879,11
336,7918,0.8638330848669507,34,0.7574390629293344,10
337,7919,0.8599622866819001,32,0.7382055513382902,11
338,7920,0.8711761604230313,33,0.7753190905683519,19
339,7921,0.883011081425349,34,0.8241909913019643,12
340,7923,0.856309109600134,33,0.7924924555185711,9
341,7925,0.8543536473307589,32,0.7749691588587143,14
342,7926,0.8813639164651333,31,0.8269839491055463,12
343,7927,0.8422969517420975,33,0.7597500361710329,13
344,7928,0.8282773680204158,33,0.7854756564944466,10
345,7929,0.863813309280376,51,0.8037982357182195,10
346,7930,0.8920193947507083,33,0.8106453219044908,10
347,7931,0.8236060188328511,33,0.7462424965152682,12
348,7933,0.8446530282570416,33,0.7587725069749538,11
349,7935,0.8736120976284028,34,0.808481471411056,9
350,7936,0.8533211212010816,32,0.7778038212663931,13
351,7939,0.8930896110680797,33,0.8232537080747078,13
352,7940,0.8763383841994943,33,0.7977749255541527,15
353,7941,0.8557876163541478,45,0.7228406005669158,12
354,7942,0.8787938545439519,38,0.7839776886002847,10
355,7944,0.8323331628189053,34,0.7680196756678599,12
356,7945,0.883675062976318,46,0.7561184493630502,13
357,7946,0.8647961373933145,33,0.7443933278488435,15
358,7947,0.8234655651018864,34,0.7662526257687396,11
359,7948,0.88843186903556,32,0.7984720760034039,10
360,7951,0.8665168209622502,32,0.734648485134252,12
361,7952,0.8819260562784165,33,0.807935643516541,11
362,7953,0.8270716408542439,34,0.7102994237012742,25
363,7954,0.8572032095608902,34,0.7717151564813272,10
364,7955,0.8254367471805325,33,0.7259448960491721,10
365,7956,0.8710239232664517,34,0.7675097411185544,13
366,7957,0.8342150589921788,34,0.7528828477640481,13
367,7958,0.8904956410363748,33,0.7966945451076719,16
368,7959,0.8936683150975864,34,0.8154698212523337,10
369,7961,0.8765641164297922,34,0.7878862586543771,11
370,7962,0.8234841451528035,33,0.7478803298968857,19
371,7963,0.8700785704874102,34,0.7089324885152897,12
372,7964,0.8290001845163836,33,0.7553786399567682,11
373,7967,0.8775004165761315,33,0.7816801543513285,16
374,7969,0.8103693986531939,33,0.7197102624047594,12
375,7970,0.8073295519279758,82,0.7411260831939507,24
376,7972,0.8983672325155332,33,0.7929785140505484,10
377,7973,0.8796217760932664,33,0.7952458303932576,11
378,7975,0.8853937765521996,43,0.8157575511211643,11
379,7976,0.8376813250387277,32,0.7732645498882132,9
380,7977,0.8856243991690574,51,0.7886069916049683,32
381,7980,0.894542239153696,47,0.8300901511386797,10
382,7981,0.842034682457266,59,0.7644191668457161,12
383,7983,0.8867990165944241,32,0.7864600919515252,16
384,7984,0.8809228878448015,35,0.8417403881803319,12
385,7985,0.8845395163930909,34,0.7904288494361498,12
386,7986,0.8903447794046904,33,0.8116394847163306,15
387,7987,0.8286796862961294,32,0.6995061841422137,18
388,7988,0.8435800075509048,41,0.7379279118380966,14
389,7990,0.8872473740295294,33,0.7793512237877156,11
390,7991,0.820243709698323,33,0.7380488225101575,10
391,7992,0.8424767220145062,32,0.7371505116154904,10
392,7993,0.8479122823031617,33,0.7751278749930144,10
393,7994,0.8851920885653376,32,0.8003534387512976,18
394,7995,0.8889972411172563,30,0.8152057853164953,22
395,7996,0.893479666852292,34,0.8154418160383609,12
396,7997,0.8546485689924699,50,0.7899575125517434,12
397,7998,0.817071323612767,48,0.7518925914324959,10
398,7999,0.7911302792698798,34,0.716208004249787,17
399,8000,0.8400109428352399,34,0.7697841245816659,10
400,8001,0.8539634776483577,54,0.7465069989228571,15
401,8002,0.8570303477930996,33,0.7591697507957856,12
402,8004,0.8976325137990799,34,0.7901301858309528,12
403,8008,0.871546674203307,33,0.8033524348167941,16
404,8009,0.8687708593453407,33,0.8042362511090599,11
405,8010,0.8528868301089652,33,0.7722083005192476,15
406,8012,0.8709392473259686,39,0.8180086284919651,10
407,8013,0.8227978502042409,33,0.7518503892185836,16
408,8014,0.8614544852628573,33,0.7911170101481104,10
409,8015,0.8361172475082961,33,0.7592729510399403,18
410,8016,0.8862223372984187,34,0.8004242358104184,12
411,8018,0.864394440127013,33,0.8119111301388204,12
412,8019,0.8231693220467923,34,0.7737321806037015,14
413,8021,0.8235492462101407,35,0.7555474488776076,11
414,8022,0.8450489927461199,34,0.7468575325728223,9
415,8023,0.8709597022818415,33,0.8007862572901823,15
416,8024,0.8519229310594897,55,0.7591203102808505,16
417,8026,0.8681643764505765,33,0.7714724568871595,15
418,8027,0.8709251253505809,42,0.8012178442409044,9
419,8028,0.8054704386297105,33,0.7219378036995678,11
420,8029,0.8911831108501855,32,0.8209570078402854,16
421,8030,0.8611916000710319,33,0.7867938099958406,11
422,8032,0.8662325785025473,32,0.7987448589414529,10
423,8033,0.7967364593189088,59,0.7045456559232917,10
424,8035,0.8778005829523533,34,0.7776627850347454,18
425,8036,0.8493698873320387,32,0.7904715774605187,11
426,8037,0.8866786269270489,59,0.7856054891593915,16
427,8038,0.8301388391407037,33,0.7008792649498694,15
428,8040,0.8755182492541541,33,0.7964266485511194,18
429,8041,0.8304283024578186,32,0.8010025086047714,18
430,8042,0.9104643884867093,32,0.8165983813689529,12
431,8043,0.9030578583499632,34,0.8144544125354806,11
432,8044,0.8810508213285005,33,0.7972926909671143,13
433,8045,0.8755272205781955,32,0.8211280141369885,17
434,8047,0.8643318661247207,32,0.7820125662091402,11
435,8048,0.8830986349890572,33,0.8301248872784904,18
436,8049,0.8426488173862015,33,0.7631916043214518,13
437,8050,0.8687523049508655,32,0.7866569004392596,10
438,8051,0.894580979935338,33,0.807151447978051,13
439,8052,0.8366565669892784,33,0.7063782929132632,11
440,8054,0.8125026675971248,32,0.7334980404387729,10
441,8056,0.8514818405045533,37,0.8073993822010167,13
442,8057,0.8652528118722653,34,0.8128028815071556,15
443,8058,0.8880169660437451,62,0.8016002307379668,24
444,8059,0.8289471575394814,33,0.7275156746099948,12
445,8060,0.8668951401737047,57,0.7809241008407773,17
446,8061,0.8740527115022553,38,0.7960345236355255,11
447,8062,0.8301806200738006,33,0.7353855076231965,13
448,8063,0.8494733762752462,79,0.7769171841662507,19
449,8064,0.8223377994948063,33,0.7343907700925082,10
450,8065,0.8407269828706581,33,0.7977118009017538,11
451,8066,0.8749973892472893,41,0.8028125115206702,12
452,8067,0.8373813614866054,32,0.775302610466647,11
453,8068,0.8821448189596625,33,0.8346933725331435,10
454,8069,0.8074538981844647,34,0.7302596164602277,11
455,8071,0.8476323638774702,33,0.7645313742026124,10
456,8072,0.8855673273924951,55,0.7943273124174645,35
457,8073,0.8365267524560333,32,0.7848063130961915,13
458,8074,0.8952507061750735,32,0.7989773905557153,17
459,8075,0.8715344809131333,33,0.8376010327848628,13
460,8076,0.8435419391253555,52,0.7369744908563176,12
461,8077,0.870703807774677,33,0.803989416335613,10
462,8078,0.9058018554400776,33,0.7936107562731459,17
463,8079,0.8627068093568235,35,0.7709303980125107,10
464,8080,0.8887120071011211,34,0.8017100767849308,10
465,8081,0.8797839540060188,32,0.7639800670624823,11
466,8082,0.8456145378275585,34,0.7874751065600138,16
467,8084,0.8657189956647067,34,0.7636323736857192,14
468,8085,0.8390150558133136,33,0.749400865854501,10
469,8086,0.8537009150090672,50,0.73885431728153,15
470,8087,0.7829639288406088,33,0.7281752855296236,11
471,8088,0.8259760140766625,33,0.7573726516823729,11
472,8089,0.8693864710086014,33,0.813027423609963,10
473,8090,0.8391628431808466,32,0.7720051041642508,12
474,8091,0.8603981624254481,34,0.7538447544329554,12
475,8092,0.8782880842878231,33,0.7997236686912071,14
476,8095,0.8647294809775208,34,0.8333287235375704,10
477,8096,0.8605077977897815,32,0.803816703403413,14
478,8097,0.8494064754338636,42,0.7752152450053638,13
479,8098,0.8891693062737601,34,0.7585980090730631,11
480,8100,0.8643275195433585,33,0.7703782884767663,10
481,8101,0.8210160395380292,97,0.7546719670912247,34
482,8102,0.8816717821957395,32,0.7750418881843922,10
483,8103,0.8824269292138739,33,0.796832715448857,10
484,8104,0.8514565167183522,33,0.7467472692286934,11
485,8105,0.8410945410990008,34,0.745677964557304,16
486,8108,0.8877145409434508,32,0.7876659128135474,10
487,8109,0.8518969461983458,86,0.7731793066239182,22
488,8110,0.8036132755212942,33,0.7822648062582294,13
489,8111,0.8629188994623327,34,0.8174321874175036,13
490,8112,0.8963992707172508,33,0.8113916145552571,10
491,8113,0.9012934318552343,35,0.7837520633625097,10
492,8114,0.831010431467025,32,0.7742591945529863,16
493,8115,0.8376201506262518,33,0.7305038636796147,11
494,8118,0.8055248680455431,34,0.7326256009503536,13
495,8120,0.8907785415035484,33,0.7953296095420259,11
496,8121,0.8523917788806392,32,0.7858485908152293,16
497,8122,0.8562493880686325,34,0.7821089510168869,12
498,8123,0.8260299987278769,30,0.7551668781550505,9
499,8124,0.898229968189131,32,0.810873372316599,10
500,8126,0.8951850749417121,33,0.788538164818043,12
501,8127,0.8492573977835025,33,0.7497115161523861,13
502,8128,0.8267416384790874,33,0.7580009537095216,15
503,8131,0.8454226776849882,34,0.7644499439012465,11
504,8132,0.8624019234389751,51,0.8176138615393803,13
505,8134,0.833980128601298,33,0.7289057872853743,13
506,8136,0.8087952357246143,35,0.7086237795292041,10
507,8137,0.8234199486255154,33,0.7383415512259616,15
508,8138,0.8903185737371624,33,0.7959541572931084,13
509,8140,0.8816794794593725,33,0.8119795994599562,11
510,8142,0.825336853878703,33,0.7543943830129892,9
511,8145,0.8270001343102573,33,0.7814046000225251,16
512,8146,0.8806494141189677,45,0.7544457026782616,17
513,8147,0.8696326357959268,34,0.8011100456836651,13
514,8149,0.8655025751829457,34,0.7602369887714684,10
515,8150,0.8579701362381572,34,0.7974725964790054,17
516,8151,0.8628386612534348,33,0.8135005330072849,11
517,8152,0.882354706635226,45,0.7962322408239514,22
518,8153,0.8952412590901982,33,0.8475460508755686,10
